No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
374,1531,𘒏,gia¹,ga¹,1.20,軍,03.03A.2,4
375,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,君,03.03A.2,5
376,1531,𘒏,gia¹,ga¹,1.20,軍,03.03A.2,6
377,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.03A.2,7
378,3113,𗢭,gjɨ̱¹,ŋgə¹,1.32,九,03.03A.2,8
379,1084,𗰗,ɣạ²,γa̱h²,2.56,十,03.03A.2,9
380,2804,𗼲,bju̱²,mbu²,2.06,里,03.03A.2,10
381,5913,𗈱,rjar¹,rar¹,1.82,程,03.03A.2,11
382,1012,𗰣,zjịj¹,zeh¹,1.61,幾,03.03A.2,12
383,374,𗳜,lhji̱¹,nlhi¹,1.14,退,03.03A.2,13
384,1879,𘈔,bji²,bi²,2.10,避,03.03A.2,14
385,3621,𗣬,wjo¹,vo¹,1.51,為2,03.03A.2,15
386,2098,𗧓,ŋa²,ŋa̱²,2.14,1SG,03.03A.3,1
387,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.03A.3,2
388,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.03A.3,3
389,444,𗕸,tśhjow¹,tśhoṃ¹,1.56,重,03.03A.3,4
390,52,𗄋,źji¹,źi¹,1.10,耳,03.03A.3,5
391,856,𗰜,mər²,rmə̱r²,2.76,本,03.03A.3,6
392,2937,𗂧,lhjịj²,lheh²,0,國,03.03A.3,7
393,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.03A.3,8
394,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.03A.3,9
395,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,君,03.03A.3,10
396,3819,𘛃,lu²,lu̱²,2.01,位,03.03A.3,11
397,2590,𗋚,wjɨ²,və²,2.27,D1,03.03A.3,12
398,4401,𗜈,zow²,zo̱ṃ²,2.47,持,03.03A.3,13
399,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03A.3,14
400,2937,𗂧,lhjịj²,lheh²,0,國,03.03A.3,15
401,3831,𗇏,ljij²,le²,2.33,令,03.03A.4,1
402,3128,𗤭,ꞏjwĩ¹,ywiṃ¹,1.16,尹,03.03A.4,2
403,5925,𘕘,tsə¹,tsə̱¹,1.27,子,03.03A.4,3
404,775,𗘼,gju̱¹,ŋgu¹,1.07,玉,03.03A.4,4
405,1531,𘒏,gia¹,ga¹,1.20,軍,03.03A.4,5
406,9,𗄈,śjwo¹,śwow¹,1.48,發,03.03A.4,6
407,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,03.03A.4,7
408,2937,𗂧,lhjịj²,lheh²,0,國,03.03A.4,8
409,89,𗀔,tśhja̱¹,tśhaw¹,1.21,P.,03.03A.4,9
410,731,𗕼,lju²,lu²,2.02,投1,03.03A.4,10
411,4469,𗶹,śji²,śi²,2.09,往1,03.03A.4,11
412,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,03.03A.4,12
413,3830,𘟙,njij²,ne²,2.33,王,03.03A.4,13
414,3213,𗦆,tsjĩ¹,tsiṃ¹,1.16,晉,03.03A.4,14
415,3830,𘟙,njij²,ne²,2.33,王,03.03A.4,15
416,5447,𘋩,do²,do̱²,2.42,P.,03.03A.5,1
417,2830,𗅮,dju¹,du¹,1.03,告,03.03A.5,2
418,1531,𘒏,gia¹,ga¹,1.20,軍,03.03A.5,3
419,804,𗌽,djɨ²,də²,2.28,D1,03.03A.5,4
420,645,𘑨,ꞏwu²,γwu̱h²,2.51,助,03.03A.5,5
421,147,𗀓,śjij²,śe²,2.32,請,03.03A.5,6
422,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.03A.5,7
423,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,03.03A.5,8
424,3830,𘟙,njij²,ne²,2.33,王,03.03A.5,9
425,1531,𘒏,gia¹,ga¹,1.20,軍,03.03A.5,10
426,9,𗄈,śjwo¹,śwow¹,1.48,發,03.03A.5,11
427,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,03.03A.5,12
428,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.03A.5,13
429,2776,𗥞,gju̱²,ŋgu²,2.06,救,03.03A.5,14
430,4469,𗶹,śji²,śi²,2.09,往1,03.03A.5,15
431,2104,𗪘,śji¹,śi¹,1.10,先,03.03A.6,1
432,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03A.6,2
433,2937,𗂧,lhjịj²,lheh²,0,國,03.03A.6,3
434,619,𗖄,njwi¹,nwi¹,1.11,恩,03.03A.6,4
435,1514,𘆏,ljɨ̱¹,nlə¹,1.32,報,03.03A.6,5
436,3744,𘓟,dźiej²,dẓae̱²,2.31,信,03.03A.6,6
437,1918,𗅋,mji¹,mi¹,1.11,不,03.03A.6,7
438,649,𘇄,ljwu¹,lwu¹,1.03,失,03.03A.6,8
439,4868,𗑩,gji̱²,ŋgi²,2.12,願,03.03A.6,9
440,2484,𘔼,nio̱w¹,nuo¹,1.57,故,03.03A.6,10
441,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03A.6,11
442,1531,𘒏,gia¹,ga¹,1.20,軍,03.03A.6,12
443,4950,𗑠,rjir²,rir²,2.72,P.,03.03A.6,13
444,425,𗸓,dwə¹,rdwə̱r¹,1.84,鬥,03.03A.6,14
445,3589,𗿳,dzjɨj¹,dzeṃ¹,1.42,時,03.03A.6,15
446,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03A.7,1
447,1531,𘒏,gia¹,ga¹,1.20,軍,03.03A.7,2
448,3113,𗢭,gjɨ̱¹,ŋgə¹,1.32,九,03.03A.7,3
449,1084,𗰗,ɣạ²,γa̱h²,2.56,十,03.03A.7,4
450,2804,𗼲,bju̱²,mbu²,2.06,里,03.03A.7,5
451,1012,𗰣,zjịj¹,zeh¹,1.61,幾,03.03A.7,6
452,2590,𗋚,wjɨ²,və²,2.27,D1,03.03A.7,7
453,374,𗳜,lhji̱¹,nlhi¹,1.14,退,03.03A.7,8
454,4342,𗞞,dja²,da²,2.17,D1,03.03A.7,9
455,1879,𘈔,bji²,bi²,2.10,避,03.03A.7,10
456,5113,𘃡,wji¹,vi¹,1.10,為1,03.03A.7,11
457,5815,𘂆,tsjɨ¹,tsə¹,1.30,亦,03.03A.7,12
458,1918,𗅋,mji¹,mi¹,1.11,不,03.03A.7,13
459,1325,𘘪,tow¹,to̱ṃ¹,1.54,利,03.03A.7,14
460,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03A.7,15
461,1531,𘒏,gia¹,ga¹,1.20,軍,03.03B.1,1
462,2356,𗆭,dźjiw¹,dźiw¹,1.45,追,03.03B.1,2
463,4693,𗓰,na¹,na̱¹,1.17,深,03.03B.1,3
464,5113,𘃡,wji¹,vi¹,1.10,為1,03.03B.1,4
465,1542,𗌭,ku¹,qu̱¹,1.01,故,03.03B.1,5
466,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.03B.1,6
467,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,03.03B.1,7
468,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03B.1,8
469,1531,𘒏,gia¹,ga¹,1.20,軍,03.03B.1,9
470,1514,𘆏,ljɨ̱¹,nlə¹,1.32,回,03.03B.1,10
471,5981,𗈪,ꞏja,a?,0,D1,03.03B.1,11
472,4916,𗔼,ɣwej¹,γwe̱¹,1.33,戰,03.03B.1,12
473,824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.03B.1,13
474,5417,𘃛,rjar²,rar²,2.74,即,03.03B.1,14
475,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03B.1,15
476,1531,𘒏,gia¹,ga¹,1.20,軍,03.03B.2,1
477,4456,𘴈,tha²,tha̱²,2.54,大,03.03B.2,2
478,1508,𘒚,bej¹,be̱¹,1.33,敗,03.03B.2,3
479,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03B.2,4
480,3830,𘟙,njij²,ne²,2.33,王,03.03B.2,5
481,5026,𗓁,mji¹,mi¹,1.11,聞1,03.03B.2,6
482,1906,𗅉,niow¹,nuo¹,1.57,後,03.03B.2,7
483,4456,𘴈,tha²,tha̱²,2.54,大,03.03B.2,8
484,945,𗕣,tshjạ¹,tshah¹,1.64,怒,03.03B.2,9
485,5925,𘕘,tsə¹,tsə̱¹,1.27,子,03.03B.2,10
486,775,𗘼,gju̱¹,ŋgu¹,1.07,玉,03.03B.2,11
487,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.03B.2,12
488,1827,𗖣,źier¹,rźai̱r¹,1.78,罵,03.03B.2,13
489,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03B.2,14
490,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03B.2,15
491,4342,𗞞,dja²,da²,2.17,D1,03.03B.3,1
492,4225,𗜍,sja¹,sa¹,1.20,殺,03.03B.3,2
493,707,𗉔,tśjiw¹,tśiw¹,1.45,周,03.03B.3,3
494,1683,𗚂,sjo²,so²,2.44,襄,03.03B.3,4
495,3830,𘟙,njij²,ne²,2.33,王,03.03B.3,5
496,3139,𗤀,śjij¹,śe¹,1.35,代,03.03B.3,6
497,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.03B.3,7
498,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.03B.3,8
499,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.03B.4,1
500,4042,𗎉,kjɨ̣²,kəh²,2.61,伋,03.03B.4,2
501,1906,𗅉,niow¹,nuo¹,1.57,後,03.03B.4,3
502,2639,𗦻,mji̱j²,mme²,2.35,名,03.03B.4,4
503,2067,𗩿,sji²,si²,1.10,细,03.03B.4,5
504,3379,𗺹,xew¹,hi̱w¹,1.43,侯,03.03B.4,6
505,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.03B.4,7
506,3669,𗽮,na¹,na̱¹,1.17,南,03.03B.4,8
507,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.03B.4,9
508,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.03B.4,10
509,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.03B.4,11
510,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.03B.4,12
511,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.03B.4,13
512,4866,𗑌,kiej¹,qae̱¹,1.34,更,03.03B.4,14
513,5442,𘏸,śiə¹,ṣaə̱¹,1.28,始,03.03B.4,15
514,3305,𗤒,kjiw¹,kiw¹,1.45,年,03.03B.5,1
515,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.03B.5,2
516,2354,𗄱,pjij¹,pe¹,1.36,并,03.03B.5,3
517,707,𗉔,tśjiw¹,tśiw¹,1.45,州,03.03B.5,4
518,5578,𘛔,njwɨ²,nwo̱ṃ²,0,牧,03.03B.5,5
519,2708,𗅂,rjar¹,rar¹,1.82,司,03.03B.5,6
520,2893,𗿒,khwej²,qhwe̱²,2.30,大,03.03B.5,7
521,795,𘙇,rjɨr²,rər²,2.77,D1,03.03B.5,8
522,5113,𘃡,wji¹,vi¹,1.10,為1,03.03B.5,9
523,4115,𗞝,gjij²,ge²,2.33,野,03.03B.5,10
524,2797,𗣈,lho,lho̱?,0,出,03.03B.5,11
525,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03B.5,12
526,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.03B.5,13
527,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.03B.5,14
528,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.03B.5,15
529,3852,𘕂,dźjij¹,dźe¹,1.35,行,03.03B.6,1
530,4469,𗶹,śji²,śi²,2.09,往1,03.03B.6,2
531,4293,𗜫,sji¹,si¹,1.11,西,03.03B.6,3
532,5595,𗰂,xwo²,hwo̱²,2.42,河,03.03B.6,4
533,785,𗎘,bju²,bu²,2.02,邊,03.03B.6,5
534,5856,𘕿,ɣa²,γa̱²,2.14,P.,03.03B.6,6
535,2679,𗫡,njɨ²,nə²,2.28,至,03.03B.6,7
536,1084,𗰗,ɣạ²,γa̱h²,2.56,十,03.03B.6,8
537,1012,𗰣,zjịj¹,zeh¹,1.61,幾,03.03B.6,9
538,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,03.03B.6,10
539,1241,𘞁,lji²,li²,2.09,童,03.03B.6,11
540,4726,𗔔,lhjụ²,lhuh²,2.52,竹,03.03B.6,12
541,764,𘆝,rjijr¹,rer¹,1.74,馬,03.03B.6,13
542,4039,𗍰,pjọ²,poh²,2.69,騎,03.03B.6,14
543,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,03.03B.6,15
544,3813,𗐤,wjịj²,veh²,2.54,送,03.03B.7,1
545,2373,𗆐,ljịj²,lleh²,2.54,來,03.03B.7,2
546,824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.03B.7,3
547,5417,𘃛,rjar²,rar²,2.74,即,03.03B.7,4
548,4342,𗞞,dja²,da²,2.17,D1,03.03B.7,5
549,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,03.03B.7,6
550,5688,𘕣,wa²,vwa̱²,2.14,何,03.03B.7,7
551,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.03B.7,8
552,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.03B.7,9
553,4601,𘉞,nja²,na²,2.17,2SG,03.03B.7,10
554,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.03B.7,11
555,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.03B.7,12
556,4042,𗎉,kjɨ̣²,kəh²,2.61,伋,03.03B.7,13
557,3990,𗭒,khjɨ¹,khə¹,1.30,足,03.03B.7,14
558,4762,𗓓,tśhjij¹,tśhe¹,1.35,舉,03.03B.7,15
559,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.04A.1,1
560,535,𗡶,śjij¹,śe¹,1.35,順,03.04A.1,2
561,2715,𗹳,dźjij²,dźe²,2.32,簿,03.04A.1,3
562,4401,𗜈,zow²,zo̱ṃ²,2.47,持,03.04A.1,4
563,3818,𗇋,mjijr²,rmer²,2.68,者,03.04A.1,5
564,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.04A.1,6
565,524,𘒩,dzju¹,dzu¹,1.02,指,03.04A.1,7
566,4520,𗠪,bji²,bi²,2.10,揮,03.04A.1,8
567,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.04A.1,9
568,811,𘜍,ꞏja̱r²,ryawr²,2.75,日,03.04A.1,10
569,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,03.04A.1,11
570,1241,𘞁,lji²,li²,2.09,童,03.04A.1,12
571,497,𘜔,ŋewr²,rŋi̱wr²,2.78,多,03.04A.1,13
572,1139,𗗙,ꞏjij¹,ye¹,1.36,之,03.04A.1,14
573,166,𘄇,mjị¹,mih¹,1.67,告,03.04A.1,15
574,749,𗟻,phji¹,phi¹,1.11,使1,03.04A.2,1
575,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.04A.2,2
576,4042,𗎉,kjɨ̣²,kəh²,2.61,伋,03.04A.2,3
577,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.04A.2,4
578,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.04A.2,5
579,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.04A.2,6
580,3989,𗭊,ꞏjij¹,ye¹,1.36,D2,03.04A.2,7
581,3852,𘕂,dźjij¹,dźe¹,1.35,行,03.04A.2,8
582,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.04A.2,9
583,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.04A.2,10
584,2104,𗪘,śji¹,śi¹,1.10,先,03.04A.2,11
585,3216,𗥩,ljwu²,lwu²,2.03,聚,03.04A.2,12
586,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.04A.2,13
587,795,𘙇,rjɨr²,rər²,2.77,D1,03.04A.2,14
588,5113,𘃡,wji¹,vi¹,1.10,為1,03.04A.2,15
589,3589,𗿳,dzjɨj¹,dzeṃ¹,1.42,時,03.04A.3,1
590,1064,𗷝,mjij²,me²,2.33,不,03.04A.3,2
591,2679,𗫡,njɨ²,nə²,2.28,至,03.04A.3,3
592,433,𗖵,bju¹,bu¹,1.03,P.,03.04A.3,4
593,289,𗍁,we²,vwi̱²,2.07,城,03.04A.3,5
594,5689,𘗠,ɣa¹,γa̱¹,1.17,戶,03.04A.3,6
595,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.04A.3,7
596,1918,𗅋,mji¹,mi¹,1.11,不,03.04A.3,8
597,4481,𗶷,śjɨ¹,śə¹,1.29,往2,03.04A.3,9
598,2533,𗬫,djɨr²,rdər²,2.77,外,03.04A.3,10
599,1906,𗅉,niow¹,nuo¹,1.57,後,03.04A.3,11
600,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.04A.3,12
601,2715,𗹳,dźjij²,dźe²,2.32,簿,03.04A.3,13
602,4401,𗜈,zow²,zo̱ṃ²,2.47,持,03.04A.3,14
603,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.04A.3,15
604,4042,𗎉,kjɨ̣²,kəh²,2.61,伋,03.04A.4,1
605,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.04A.4,2
606,4342,𗞞,dja²,da²,2.17,D1,03.04A.4,3
607,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,03.04A.4,4
608,3027,𗊬,kụ²,qu̱h²,2.51,答,03.04A.4,5
609,261,𘘮,mjo²,mo²,2.44,我,03.04A.4,6
610,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,03.04A.4,7
611,1241,𘞁,lji²,li²,2.09,童,03.04A.4,8
612,724,𘆄,njɨ²,nə²,2.28,等,03.04A.4,9
613,4950,𗑠,rjir²,rir²,2.72,P.,03.04A.4,10
614,3216,𗥩,ljwu²,lwu²,2.03,聚,03.04A.4,11
615,1463,𗷳,du²,dau̱²,2.04,期,03.04A.4,12
616,795,𘙇,rjɨr²,rər²,2.77,D1,03.04A.4,13
617,5113,𘃡,wji¹,vi¹,1.10,為1,03.04A.4,14
618,557,𘗬,dźju¹,dźu¹,1.02,欺,03.04A.4,15
619,1175,𘗪,ljwu¹,lwu¹,1.03,騙,03.04A.5,1
620,5645,𘏚,tjị²,tih²,2.60,處,03.04A.5,2
621,2194,𗤋,mjij¹,me¹,1.36,無,03.04A.5,3
622,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.04A.5,4
623,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.04A.5,5
624,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.04A.5,6
625,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,03.04A.5,7
626,1241,𘞁,lji²,li²,2.09,童,03.04A.5,8
627,497,𘜔,ŋewr²,rŋi̱wr²,2.78,多,03.04A.5,9
628,10,𗄊,źji²,zi²,2.10,皆,03.04A.5,10
629,4726,𗔔,lhjụ²,lhuh²,2.52,竹,03.04A.5,11
630,764,𘆝,rjijr¹,rer¹,1.74,馬,03.04A.5,12
631,4039,𗍰,pjọ²,poh²,2.69,騎,03.04A.5,13
632,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,03.04A.5,14
633,4040,𘔯,khju̱¹,ŋkhau̱¹,1.06,迎,03.04A.5,15
634,2373,𗆐,ljịj²,lleh²,2.54,來,03.04A.6,1
635,1374,𗉘,tśhjɨ¹,tśhə¹,1.29,此,03.04A.6,2
636,3527,𗋸,mja¹,ma¹,1.20,然,03.04A.6,3
637,1906,𗅉,niow¹,nuo¹,1.57,後,03.04A.6,4
638,289,𗍁,we²,vwi̱²,2.07,城,03.04A.6,5
639,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.04A.6,6
640,795,𘙇,rjɨr²,rər²,2.77,D1,03.04A.6,7
641,4469,𗶹,śji²,śi²,2.09,往1,03.04A.6,8
642,5354,𘌽,thjɨ²,thə²,2.28,此,03.04A.6,9
643,1183,𘅣,dạ²,da̱h²,2.56,事,03.04A.6,10
644,5493,𘟑,xã²,ha̱ṃ²,2.22,漢,03.04A.6,11
645,3139,𗤀,śjij¹,śe¹,1.35,代,03.04A.6,12
646,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,03.04A.6,13
647,5993,𘂤,kha¹,qha̱¹,1.17,中,03.04A.6,14
648,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說1,03.04A.6,15
649,2052,𗏆,xiwã¹,hwaa̱ṃ¹,1.25,范,03.04A.7,1
650,4502,𗷅,śjɨ²,śə²,2.27,式,03.04A.7,2
651,1906,𗅉,niow¹,nuo¹,1.57,後,03.04A.7,3
652,2639,𗦻,mji̱j²,mme²,2.35,名,03.04A.7,4
653,2791,𗿄,khju²,khu²,2.03,巨,03.04A.7,5
654,3094,𗫲,khjij¹,khe¹,1.36,卿,03.04A.7,6
655,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.04A.7,7
656,3763,𗄽,śiã¹,ṣaa̱ṃ¹,1.25,山,03.04A.7,8
657,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.04A.7,9
658,830,𗷭,kjĩ¹,kiṃ¹,1.16,金,03.04A.7,10
659,3423,𗐐,xjow¹,hoṃ¹,1.56,鄉,03.04A.7,11
660,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.04A.7,12
661,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.04A.7,13
662,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.04A.7,14
663,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.04A.7,15
664,5708,𘋻,źju²,źu²,2.02,汝,03.04B.1,1
665,3669,𗽮,na¹,na̱¹,1.17,南,03.04B.1,2
666,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.04B.1,3
667,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.04B.1,4
668,1030,𘑲,tśjow¹,tśoṃ¹,1.56,張,03.04B.1,5
669,5467,𘃟,ꞏjwã¹,ywaṃ¹,1.26,元,03.04B.1,6
670,5970,𘌜,pie¹,pai̱¹,1.09,伯,03.04B.1,7
671,4950,𗑠,rjir²,rir²,2.72,P.,03.04B.1,8
672,4989,𗑟,wjị¹,vih¹,1.67,朋,03.04B.1,9
673,4889,𘎆,dźjwɨ¹,dźwə¹,1.30,友,03.04B.1,10
674,795,𘙇,rjɨr²,rər²,2.77,D1,03.04B.1,11
675,5113,𘃡,wji¹,vi¹,1.10,為1,03.04B.1,12
676,185,𗸴,njwɨ²,nwə²,2.28,春,03.04B.1,13
677,2894,𘊡,lu²,lu̱²,2.01,季,03.04B.1,14
678,3830,𘟙,njij²,ne²,2.33,王,03.04B.1,15
679,289,𗍁,we²,vwi̱²,2.07,城,03.04B.2,1
680,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.04B.2,2
681,2590,𗋚,wjɨ²,və²,2.27,D1,03.04B.2,3
682,5163,𘝪,dźjow¹,dźoṃ¹,1.56,分,03.04B.2,4
683,1160,𗈜,ka²,qa̱²,2.14,離,03.04B.2,5
684,5828,𘌞,tsə̣¹,tsə̱h¹,1.68,秋,03.04B.2,6
685,4625,𘚔,mji̱j²,mme²,2.35,末,03.04B.2,7
686,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.04B.2,8
687,3216,𗥩,ljwu²,lwu²,2.03,聚,03.04B.2,9
688,5467,𘃟,ꞏjwã¹,ywaṃ¹,1.26,元,03.04B.2,10
689,5970,𘌜,pie¹,pai̱¹,1.09,伯,03.04B.2,11
690,1045,𘒣,dạ²,da̱h²,2.56,曰,03.04B.2,12
691,3113,𗢭,gjɨ̱¹,ŋgə¹,1.32,九,03.04B.2,13
692,2814,𗼑,lhjị²,lhih²,2.60,月,03.04B.2,14
693,1040,𗰭,śja¹,śa¹,1.19,十,03.04B.2,15
694,1999,𗏁,ŋwə¹,ŋwə̱¹,1.27,五,03.04B.3,1
695,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.04B.3,2
696,4546,𗡗,ꞏja̱r²,ryawr²,2.75,鷄,03.04B.3,3
697,716,𘙣,śji̱¹,nśi¹,1.14,宰1,03.04B.3,4
698,2346,𗼦,dzjụ²,dzuh²,2.52,粳,03.04B.3,5
699,5868,𘌐,khie²,qhai̱²,2.08,米,03.04B.3,6
700,4851,𗔄,bia²,baa̱²,2.15,粥,03.04B.3,7
701,5113,𘃡,wji¹,vi¹,1.10,為1,03.04B.3,8
702,3589,𗿳,dzjɨj¹,dzeṃ¹,1.42,時,03.04B.3,9
703,705,𘅍,zjịj¹,zeh¹,1.61,時,03.04B.3,10
704,5522,𗭻,lji̱j²,nle²,2.35,待1,03.04B.3,11
705,4601,𘉞,nja²,na²,2.17,2SG,03.04B.3,12
706,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.04B.3,13
707,4342,𗞞,dja²,da²,2.17,D1,03.04B.3,14
708,2511,𗨛,rjɨr²,rər²,2.77,去,03.04B.3,15
709,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.04B.4,1
710,5467,𘃟,ꞏjwã¹,ywaṃ¹,1.26,元,03.04B.4,2
711,5970,𘌜,pie¹,pai̱¹,1.09,伯,03.04B.4,3
712,92,𗴺,mja¹,ma¹,1.20,母,03.04B.4,4
713,5447,𘋩,do²,do̱²,2.42,P.,03.04B.4,5
714,1045,𘒣,dạ²,da̱h²,2.56,曰,03.04B.4,6
715,5026,𗓁,mji¹,mi¹,1.11,聞1,03.04B.4,7
716,359,𗡞,tụ¹,tu̱h¹,1.58,千,03.04B.4,8
717,2804,𗼲,bju̱²,mbu²,2.06,里,03.04B.4,9
718,4481,𗶷,śjɨ¹,śə¹,1.29,往2,03.04B.4,10
719,1463,𗷳,du²,dau̱²,2.04,期,03.04B.4,11
720,89,𗀔,tśhja̱¹,tśhaw¹,1.21,P.,03.04B.4,12
721,3456,𗄼,lja¹,la¹,1.20,來,03.04B.4,13
722,2098,𗧓,ŋa²,ŋa̱²,2.14,1SG,03.04B.4,14
723,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.04B.4,15
724,3583,𗫂,tja¹,ta¹,1.20,者,03.04B.5,1
725,3926,𘀍,nja²,na²,2.17,汝,03.04B.5,2
726,3744,𘓟,dźiej²,dẓae̱²,2.31,信,03.04B.5,3
727,4601,𘉞,nja²,na²,2.17,2SG,03.04B.5,4
728,734,𗗂,mo²,mo̱²,2.42,IRR,03.04B.5,5
729,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.04B.5,6
730,5467,𘃟,ꞏjwã¹,ywaṃ¹,1.26,元,03.04B.5,7
731,5970,𘌜,pie¹,pai̱¹,1.09,伯,03.04B.5,8
732,1045,𘒣,dạ²,da̱h²,2.56,曰,03.04B.5,9
733,2791,𗿄,khju²,khu²,2.03,巨,03.04B.5,10
734,3094,𗫲,khjij¹,khe¹,1.36,卿,03.04B.5,11
735,3583,𗫂,tja¹,ta¹,1.20,者,03.04B.5,12
736,3744,𘓟,dźiej²,dẓae̱²,2.31,信,03.04B.5,13
737,3126,𗿷,dźjij²,dźe²,2.32,有1,03.04B.5,14
738,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.04B.5,15
739,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.04B.6,1
740,1463,𗷳,du²,dau̱²,2.04,期,03.04B.6,2
741,649,𘇄,ljwu¹,lwu¹,1.03,失,03.04B.6,3
742,3818,𗇋,mjijr²,rmer²,2.68,者,03.04B.6,4
